รหัส ISBN (ชื่อเรื่อง),รหัสบาร์โค้ดประจำเล่ม (Copy ID),ชื่อหนังสือ (Book Title),หมายเลขเล่ม,ผู้แต่ง (Author),ราคาปก (บาท),หมวดหมู่หลัก,หมวดหมู่อย่อย,ชั้นวาง (Shelf),สถานะ (Status)
B520103026,B520103026-C03,ไม่อยากถ้ายาก เล่ม 26,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103026,B520103026-C04,ไม่อยากถ้ายาก เล่ม 26,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103026,B520103026-C05,ไม่อยากถ้ายาก เล่ม 26,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103027,B520103027-C01,ไม่อยากถ้ายาก เล่ม 27,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103027,B520103027-C02,ไม่อยากถ้ายาก เล่ม 27,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103027,B520103027-C03,ไม่อยากถ้ายาก เล่ม 27,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103027,B520103027-C04,ไม่อยากถ้ายาก เล่ม 27,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103027,B520103027-C05,ไม่อยากถ้ายาก เล่ม 27,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103028,B520103028-C01,ไม่อยากถ้ายาก เล่ม 28,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103028,B520103028-C02,ไม่อยากถ้ายาก เล่ม 28,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103028,B520103028-C03,ไม่อยากถ้ายาก เล่ม 28,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103028,B520103028-C04,ไม่อยากถ้ายาก เล่ม 28,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103028,B520103028-C05,ไม่อยากถ้ายาก เล่ม 28,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103029,B520103029-C01,ไม่อยากถ้ายาก เล่ม 29,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103029,B520103029-C02,ไม่อยากถ้ายาก เล่ม 29,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103029,B520103029-C03,ไม่อยากถ้ายาก เล่ม 29,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103029,B520103029-C04,ไม่อยากถ้ายาก เล่ม 29,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103029,B520103029-C05,ไม่อยากถ้ายาก เล่ม 29,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103030,B520103030-C01,ไม่อยากถ้ายาก เล่ม 30,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103030,B520103030-C02,ไม่อยากถ้ายาก เล่ม 30,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103030,B520103030-C03,ไม่อยากถ้ายาก เล่ม 30,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103030,B520103030-C04,ไม่อยากถ้ายาก เล่ม 30,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103030,B520103030-C05,ไม่อยากถ้ายาก เล่ม 30,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103031,B520103031-C01,ไม่อยากถ้ายาก เล่ม 31,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103031,B520103031-C02,ไม่อยากถ้ายาก เล่ม 31,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103031,B520103031-C03,ไม่อยากถ้ายาก เล่ม 31,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103031,B520103031-C04,ไม่อยากถ้ายาก เล่ม 31,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103031,B520103031-C05,ไม่อยากถ้ายาก เล่ม 31,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103032,B520103032-C01,ไม่อยากถ้ายาก เล่ม 32,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103032,B520103032-C02,ไม่อยากถ้ายาก เล่ม 32,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103032,B520103032-C03,ไม่อยากถ้ายาก เล่ม 32,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103032,B520103032-C04,ไม่อยากถ้ายาก เล่ม 32,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103032,B520103032-C05,ไม่อยากถ้ายาก เล่ม 32,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103033,B520103033-C01,ไม่อยากถ้ายาก เล่ม 33,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103033,B520103033-C02,ไม่อยากถ้ายาก เล่ม 33,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103033,B520103033-C03,ไม่อยากถ้ายาก เล่ม 33,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103033,B520103033-C04,ไม่อยากถ้ายาก เล่ม 33,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103033,B520103033-C05,ไม่อยากถ้ายาก เล่ม 33,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103034,B520103034-C01,ไม่อยากถ้ายาก เล่ม 34,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103034,B520103034-C02,ไม่อยากถ้ายาก เล่ม 34,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103034,B520103034-C03,ไม่อยากถ้ายาก เล่ม 34,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103034,B520103034-C04,ไม่อยากถ้ายาก เล่ม 34,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103034,B520103034-C05,ไม่อยากถ้ายาก เล่ม 34,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103035,B520103035-C01,ไม่อยากถ้ายาก เล่ม 35,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103035,B520103035-C02,ไม่อยากถ้ายาก เล่ม 35,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103035,B520103035-C03,ไม่อยากถ้ายาก เล่ม 35,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103035,B520103035-C04,ไม่อยากถ้ายาก เล่ม 35,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103035,B520103035-C05,ไม่อยากถ้ายาก เล่ม 35,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103036,B520103036-C01,ไม่อยากถ้ายาก เล่ม 36,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103036,B520103036-C02,ไม่อยากถ้ายาก เล่ม 36,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103036,B520103036-C03,ไม่อยากถ้ายาก เล่ม 36,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103036,B520103036-C04,ไม่อยากถ้ายาก เล่ม 36,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103036,B520103036-C05,ไม่อยากถ้ายาก เล่ม 36,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103037,B520103037-C01,ไม่อยากถ้ายาก เล่ม 37,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103037,B520103037-C02,ไม่อยากถ้ายาก เล่ม 37,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103037,B520103037-C03,ไม่อยากถ้ายาก เล่ม 37,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103037,B520103037-C04,ไม่อยากถ้ายาก เล่ม 37,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103037,B520103037-C05,ไม่อยากถ้ายาก เล่ม 37,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103038,B520103038-C01,ไม่อยากถ้ายาก เล่ม 38,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103038,B520103038-C02,ไม่อยากถ้ายาก เล่ม 38,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103038,B520103038-C03,ไม่อยากถ้ายาก เล่ม 38,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103038,B520103038-C04,ไม่อยากถ้ายาก เล่ม 38,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103038,B520103038-C05,ไม่อยากถ้ายาก เล่ม 38,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103039,B520103039-C01,ไม่อยากถ้ายาก เล่ม 39,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103039,B520103039-C02,ไม่อยากถ้ายาก เล่ม 39,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103039,B520103039-C03,ไม่อยากถ้ายาก เล่ม 39,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103039,B520103039-C04,ไม่อยากถ้ายาก เล่ม 39,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103039,B520103039-C05,ไม่อยากถ้ายาก เล่ม 39,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103040,B520103040-C01,ไม่อยากถ้ายาก เล่ม 40,เล่มที่ 1,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103040,B520103040-C02,ไม่อยากถ้ายาก เล่ม 40,เล่มที่ 2,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103040,B520103040-C03,ไม่อยากถ้ายาก เล่ม 40,เล่มที่ 3,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103040,B520103040-C04,ไม่อยากถ้ายาก เล่ม 40,เล่มที่ 4,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B520103040,B520103040-C05,ไม่อยากถ้ายาก เล่ม 40,เล่มที่ 5,Koji Kumeta,75.00,1,3,B-01,ว่าง (อยู่บนชั้น)
B530103001,B530103001-C01,ครอบครัวตึ๋งหนืด เล่ม 1,เล่มที่ 1,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103001,B530103001-C02,ครอบครัวตึ๋งหนืด เล่ม 1,เล่มที่ 2,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103001,B530103001-C03,ครอบครัวตึ๋งหนืด เล่ม 1,เล่มที่ 3,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103001,B530103001-C04,ครอบครัวตึ๋งหนืด เล่ม 1,เล่มที่ 4,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103001,B530103001-C05,ครอบครัวตึ๋งหนืด เล่ม 1,เล่มที่ 5,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103002,B530103002-C01,ครอบครัวตึ๋งหนืด เล่ม 2,เล่มที่ 1,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103002,B530103002-C02,ครอบครัวตึ๋งหนืด เล่ม 2,เล่มที่ 2,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103002,B530103002-C03,ครอบครัวตึ๋งหนืด เล่ม 2,เล่มที่ 3,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103002,B530103002-C04,ครอบครัวตึ๋งหนืด เล่ม 2,เล่มที่ 4,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103002,B530103002-C05,ครอบครัวตึ๋งหนืด เล่ม 2,เล่มที่ 5,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103003,B530103003-C01,ครอบครัวตึ๋งหนืด เล่ม 3,เล่มที่ 1,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103003,B530103003-C02,ครอบครัวตึ๋งหนืด เล่ม 3,เล่มที่ 2,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103003,B530103003-C03,ครอบครัวตึ๋งหนืด เล่ม 3,เล่มที่ 3,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
B530103003,B530103003-C04,ครอบครัวตึ๋งหนืด เล่ม 3,เล่มที่ 4,Lee Bong-gi / Studio Mango,165.00,1,3,B-02,ว่าง (อยู่บนชั้น)
